Feature,Importance
distance_to_mid_price,39.431442997331466
imbalance_lvl_5,15.777359118445387
open_interest,9.021635071716611
imbalance_lvl_20,6.353226705034838
large_density,6.340623484977003
atr_volume,5.337706729825153
imbalance_lvl_10,5.08735574316932
atr,4.907942471925786
trades_ratio,3.136967569951258
volume,2.0270062603631147
sol_mid_price,1.3045060157152792
main_ethusdt_dev,0.7845332112685292
main_btcusdt_dev,0.23980340683934687
vwap,0.22319037975585282
side,0.026700833681040675
